LATITUDE,LONGITUDE,MUNICIPIO,UF,
(-22.02,-48.91,"AREALVA","SP"),
(-22.58,-44.69,"AREIAS","SP"),
(-22.66,-48.66,"AREIOPOLIS","SP"),
(-21.18,-48.78,"ARIRANHA","SP"),
(-22.57,-47.17,"ARTUR NOGUEIRA","SP"),
(-23.39,-46.32,"ARUJA","SP"),
(-20.15,-50.72,"ASPASIA","SP"),
(-22.66,-50.41,"ASSIS","SP"),
(-23.11,-46.55,"ATIBAIA","SP"),
(-20.68,-50.55,"AURIFLAMA","SP"),
(-22.14,-49.33,"AVAI","SP"),
(-21.46,-49.95,"AVANHANDAVA","SP"),
(-23.09,-48.92,"AVARE","SP"),
(-20.91,-49.44,"BADY BASSITT","SP"),
(-21.9,-49.35,"BALBINOS","SP"),
(-20.73,-49.58,"BALSAMO","SP"),
(-22.68,-44.32,"BANANAL","SP"),
(-23.62,-49.56,"BARAO DE ANTONINA","SP"),
(-21.26,-49.94,"BARBOSA","SP"),
(-22.07,-48.74,"BARIRI","SP"),
(-22.49,-48.55,"BARRA BONITA","SP"),
(-24.47,-49.02,"BARRA DO CHAPEU","SP"),
(-24.75,-48.5,"BARRA DO TURVO","SP"),
(-20.55,-48.56,"BARRETOS","SP"),
(-21.19,-48.16,"BARRINHA","SP"),
(-23.51,-46.87,"BARUERI","SP"),
(-21.92,-50.73,"BASTOS","SP"),
(-20.89,-47.58,"BATATAIS","SP"),
(-22.31,-49.06,"BAURU","SP"),
(-20.94,-48.47,"BEBEDOURO","SP"),
(-21.27,-50.81,"BENTO DE ABREU","SP"),
(-23.01,-49.47,"BERNARDINO DE CAMPOS","SP"),
(-23.85,-46.13,"BERTIOGA","SP"),
(-21.4,-50.47,"BILAC","SP"),
(-21.28,-50.34,"BIRIGUI","SP"),
(-23.57,-46.03,"BIRITIBA-MIRIM","SP"),
(-21.99,-48.39,"BOA ESPERANCA DO SUL","SP"),
(-22.13,-48.51,"BOCAINA","SP"),
(-23.1,-48.25,"BOFETE","SP"),
(-23.28,-47.67,"BOITUVA","SP"),
(-23.13,-46.46,"BOM JESUS DOS PERDOES","SP"),
(-24.31,-49.14,"BOM SUCESSO DE ITARARE","SP"),
(-22.27,-50.53,"BORA","SP"),
(-22.19,-48.77,"BORACEIA","SP"),
(-21.62,-49.07,"BORBOREMA","SP"),
(-22.56,-48.97,"BOREBI","SP"),
(-22.88,-48.44,"BOTUCATU","SP"),
(-22.95,-46.54,"BRAGANCA PAULISTA","SP"),
(-21.49,-50.31,"BRAUNA","SP"),
(-21.16,-50.18,"BREJO ALEGRE","SP"),
(-20.99,-47.65,"BRODOSQUI","SP"),
(-22.28,-48.12,"BROTAS","SP"),
(-23.79,-48.59,"BURI","SP"),
(-21.06,-50.14,"BURITAMA","SP"),
(-20.19,-47.7,"BURITIZAL","SP"),
(-22.45,-49.33,"CABRALIA PAULISTA","SP"),
(-23.3,-47.13,"CABREUVA","SP"),
(-23.1,-45.7,"CACAPAVA","SP"),
(-22.66,-45,"CACHOEIRA PAULISTA","SP"),
(-21.52,-46.64,"CACONDE","SP"),
(-21.8,-49.61,"CAFELANDIA","SP"),
(-22.01,-51.23,"CAIABU","SP"),
(-23.36,-46.74,"CAIEIRAS","SP"),
(-21.83,-51.99,"CAIUA","SP"),
(-23.35,-46.87,"CAJAMAR","SP"),
(-24.73,-48.12,"CAJATI","SP"),
(-20.88,-48.8,"CAJOBI","SP"),
(-21.27,-47.3,"CAJURU","SP"),
(-23.59,-48.47,"CAMPINA DO MONTE ALEGRE","SP"),
(-22.9,-47.06,"CAMPINAS","SP"),
(-23.2,-46.78,"CAMPO LIMPO PAULISTA","SP"),
(-22.73,-45.59,"CAMPOS DO JORDAO","SP"),
(-22.6,-50,"CAMPOS NOVOS PAULISTA","SP"),
(-25.01,-47.92,"CANANEIA","SP"),
(-22.7,-45.05,"CANAS","SP"),
(-22.74,-50.38,"CANDIDO MOTA","SP"),
(-21.32,-48.63,"CANDIDO RODRIGUES","SP"),
(-23,-49.78,"CANITAR","SP"),
(-24,-48.34,"CAPAO BONITO","SP"),
(-23.47,-47.73,"CAPELA DO ALTO","SP"),
(-22.99,-47.5,"CAPIVARI","SP"),
(-23.62,-45.41,"CARAGUATATUBA","SP"),
(-23.52,-46.83,"CARAPICUIBA","SP"),
(-20.08,-49.91,"CARDOSO","SP"),
(-21.77,-47.08,"CASA BRANCA","SP"),
(-21.28,-47.17,"CASSIA DOS COQUEIROS","SP"),
(-20.87,-51.48,"CASTILHO","SP"),
(-21.13,-48.97,"CATANDUVA","SP"),
(-21.04,-49.05,"CATIGUA","SP"),
(-20.9,-49.26,"CEDRAL","SP"),
(-23.03,-49.16,"CERQUEIRA CESAR","SP"),
(-23.16,-47.74,"CERQUILHO","SP"),
(-23.22,-47.95,"CESARIO LANGE","SP"),
(-22.51,-47.77,"CHARQUEADA","SP"),
(-23.03,-49.7,"CHAVANTES","SP"),
(-21.56,-50.44,"CLEMENTINA","SP"),
(-20.71,-48.54,"COLINA","SP"),
(-20.17,-48.68,"COLOMBIA","SP"),
(-22.33,-47.17,"CONCHAL","SP"),
(-23.01,-48.01,"CONCHAS","SP"),
(-22.48,-47.45,"CORDEIROPOLIS","SP"),
(-21.35,-50.28,"COROADOS","SP"),
(-23.63,-49.31,"CORONEL MACEDO","SP"),
(-22.22,-47.62,"CORUMBATAI","SP"),
(-22.64,-47.19,"COSMOPOLIS","SP"),
(-20.47,-49.77,"COSMORAMA","SP"),
(-23.6,-46.91,"COTIA","SP"),
(-21.34,-47.72,"CRAVINHOS","SP"),
(-20.39,-47.42,"CRISTAIS PAULISTA","SP"),
(-22.73,-50.79,"CRUZALIA","SP"),
(-22.57,-44.96,"CRUZEIRO","SP"),
(-23.89,-46.42,"CUBATAO","SP"),
(-23.07,-44.96,"CUNHA","SP"),
(-21.9,-47.61,"DESCALVADO","SP"),
(-23.68,-46.62,"DIADEMA","SP"),
(-20.46,-50.6,"DIRCE REIS","SP"),
(-21.66,-46.73,"DIVINOLANDIA","SP"),
(-21.51,-48.39,"DOBRADA","SP"),
(-22.36,-48.38,"DOIS CORREGOS","SP"),
(-20.12,-50.51,"DOLCINOPOLIS","SP"),
(-22.1,-48.31,"DOURADO","SP"),
(-21.48,-51.53,"DRACENA","SP"),
(-22.41,-49.4,"DUARTINA","SP"),
(-21.23,-47.97,"DUMONT","SP"),
(-22.42,-50.2,"ECHAPORA","SP"),
(-24.52,-48.1,"ELDORADO","SP"),
(-23.04,-47.37,"ELIAS FAUSTO","SP"),
(-21.16,-49.11,"ELISIARIO","SP"),
(-20.98,-48.83,"EMBAUBA","SP"),
(-23.64,-46.85,"EMBU","SP"),
(-23.83,-46.81,"EMBU-GUACU","SP"),
(-21.83,-51.48,"EMILIANOPOLIS","SP"),
(-22.48,-47.21,"ENGENHEIRO COELHO","SP"),
(-22.19,-46.74,"ESPIRITO SANTO DO PINHAL","SP"),
(-22.69,-49.43,"ESPIRITO SANTO DO TURVO","SP"),
(-22.27,-46.94,"ESTIVA GERBI","SP"),
(-22.48,-51.66,"ESTRELA DO NORTE","SP"),
(-20.28,-50.4,"ESTRELA DOESTE","SP"),
(-22.56,-52.59,"EUCLIDES DA CUNHA PAULISTA","SP"),
(-23.38,-49.51,"FARTURA","SP"),
(-21.26,-48.68,"FERNANDO PRESTES","SP"),
(-20.28,-50.24,"FERNANDOPOLIS","SP"),
(-22.35,-49.52,"FERNAO","SP"),
(-23.54,-46.36,"FERRAZ DE VASCONCELOS","SP"),
(-21.67,-51.38,"FLORA RICA","SP"),
(-20.67,-50.14,"FLOREAL","SP"),
(-21.61,-51.17,"FLORIDA PAULISTA","SP"),
(-22.9,-50.73,"FLORINIA","SP"),
(-20.53,-47.4,"FRANCA","SP"),
(-23.28,-46.74,"FRANCISCO MORATO","SP"),
(-23.32,-46.72,"FRANCO DA ROCHA","SP"),
(-21.53,-50.55,"GABRIEL MONTEIRO","SP"),
(-22.29,-49.55,"GALIA","SP"),
(-22.21,-49.65,"GARCA","SP"),
(-20.79,-50.18,"GASTAO VIDIGAL","SP"),
(-21.83,-48.49,"GAVIAO PEIXOTO","SP"),
(-20.64,-50.36,"GENERAL SALGADO","SP"),
(-21.79,-49.92,"GETULINA","SP"),
(-21.38,-50.21,"GLICERIO","SP"),
(-21.62,-49.79,"GUAICARA","SP"),
(-21.91,-49.89,"GUAIMBE","SP"),
(-20.31,-48.31,"GUAIRA","SP"),
(-20.79,-49.22,"GUAPIACU","SP"),
(-24.18,-48.53,"GUAPIARA","SP"),
(-20.42,-47.82,"GUARA","SP"),
(-21.02,-51.2,"GUARACAI","SP"),
(-20.49,-48.94,"GUARACI","SP"),
(-20.07,-50.33,"GUARANI DOESTE","SP"),
(-21.89,-49.59,"GUARANTA","SP"),
(-21.26,-50.64,"GUARARAPES","SP"),
(-23.41,-46.03,"GUARAREMA","SP"),
(-22.81,-45.19,"GUARATINGUETA","SP"),
(-23.37,-48.18,"GUAREI","SP"),
(-21.36,-48.22,"GUARIBA","SP"),
(-23.99,-46.25,"GUARUJA","SP"),
(-23.46,-46.53,"GUARULHOS","SP"),
(-21.49,-48.03,"GUATAPARA","SP"),
(-20.65,-50.66,"GUZOLANDIA","SP"),
(-22,-50.38,"HERCULANDIA","SP"),
(-22.63,-47.05,"HOLAMBRA","SP"),
(-22.85,-47.22,"HORTOLANDIA","SP"),
(-21.89,-49.02,"IACANGA","SP"),
(-21.85,-50.68,"IACRI","SP"),
(-22.87,-49.16,"IARAS","SP"),
(-21.95,-47.99,"IBATE","SP"),
(-21.08,-49.24,"IBIRA","SP"),
(-22.81,-50.07,"IBIRAREMA","SP"),
(-21.75,-48.82,"IBITINGA","SP"),
(-23.65,-47.22,"IBIUNA","SP"),
(-20.34,-49.19,"ICEM","SP"),
(-22.66,-51.07,"IEPE","SP"),
(-22.5,-48.55,"IGARACU DO TIETE","SP"),
(-20.03,-47.74,"IGARAPAVA","SP"),
(-23.2,-46.15,"IGARATA","SP"),
(-24.7,-47.55,"IGUAPE","SP"),
(-24.74,-47.54,"ILHA COMPRIDA","SP"),
(-20.43,-51.34,"ILHA SOLTEIRA","SP"),
(-23.77,-45.35,"ILHABELA","SP"),
(-23.09,-47.21,"INDAIATUBA","SP"),
(-22.17,-51.25,"INDIANA","SP"),
(-19.98,-50.29,"INDIAPORA","SP"),
(-21.77,-50.96,"INUBIA PAULISTA","SP"),
(-23.05,-49.62,"IPAUCU","SP"),
(-23.35,-47.68,"IPERO","SP"),
(-22.43,-47.71,"IPEUNA","SP"),
(-20.65,-49.38,"IPIGUA","SP"),
(-24.58,-48.59,"IPORANGA","SP"),
(-20.43,-48.01,"IPUA","SP"),
(-22.58,-47.51,"IRACEMAPOLIS","SP"),
(-21.27,-49.4,"IRAPUA","SP"),
(-21.57,-51.34,"IRAPURU","SP"),
(-23.86,-49.13,"ITABERA","SP"),
(-23.41,-49.09,"ITAI","SP"),
(-21.31,-49.05,"ITAJOBI","SP"),
(-21.98,-48.8,"ITAJU","SP"),
(-24.18,-46.78,"ITANHAEM","SP"),
(-24.64,-48.84,"ITAOCA","SP"),
(-23.71,-46.84,"ITAPECERICA DA SERRA","SP"),
(-23.59,-48.05,"ITAPETININGA","SP"),
(-23.98,-48.87,"ITAPEVA","SP"),
(-23.54,-46.93,"ITAPEVI","SP"),
(-22.43,-46.82,"ITAPIRA","SP"),
(-24.57,-49.16,"ITAPIRAPUA PAULISTA","SP"),
(-21.59,-48.81,"ITAPOLIS","SP"),
(-23.7,-49.49,"ITAPORANGA","SP"),
(-22.23,-48.71,"ITAPUI","SP"),
(-20.64,-51.5,"ITAPURA","SP"),
(-23.48,-46.34,"ITAQUAQUECETUBA","SP"),
(-24.11,-49.34,"ITARARE","SP"),
(-24.28,-47.17,"ITARIRI","SP"),
(-23,-46.83,"ITATIBA","SP"),
(-23.1,-48.61,"ITATINGA","SP"),
(-22.25,-47.82,"ITIRAPINA","SP"),
(-20.64,-47.21,"ITIRAPUA","SP"),
(-21.73,-46.97,"ITOBI","SP"),
(-23.26,-47.29,"ITU","SP"),
(-23.15,-47.05,"ITUPEVA","SP"),
(-20.33,-47.78,"ITUVERAVA","SP"),
(-20.68,-48.41,"JABORANDI","SP"),
(-21.25,-48.32,"JABOTICABAL","SP"),
(-23.3,-45.96,"JACAREI","SP"),
(-20.88,-49.57,"JACI","SP"),
(-24.69,-48,"JACUPIRANGA","SP"),
(-22.7,-46.98,"JAGUARIUNA","SP"),
(-20.26,-50.54,"JALES","SP"),
(-23.25,-45.68,"JAMBEIRO","SP"),
(-23.52,-46.9,"JANDIRA","SP"),
(-21.01,-47.76,"JARDINOPOLIS","SP"),
(-23.1,-46.72,"JARINU","SP"),
(-22.29,-48.55,"JAU","SP"),
(-20.31,-47.58,"JERIQUARA","SP"),
(-22.93,-46.27,"JOANOPOLIS","SP"),
(-22.25,-50.76,"JOAO RAMALHO","SP"),
(-21.05,-49.68,"JOSE BONIFACIO","SP"),
(-22,-49.78,"JULIO MESQUITA","SP"),
(-23.08,-47.78,"JUMIRIM","SP"),
(-23.18,-46.88,"JUNDIAI","SP"),
(-21.51,-51.43,"JUNQUEIROPOLIS","SP"),
(-24.32,-47.63,"JUQUIA","SP"),
(-23.93,-47.06,"JUQUITIBA","SP"),
(-23.09,-45.19,"LAGOINHA","SP"),
(-23.05,-47.83,"LARANJAL PAULISTA","SP"),
(-21.16,-51.04,"LAVINIA","SP"),
(-22.57,-44.9,"LAVRINHAS","SP"),
(-22.18,-47.39,"LEME","SP"),
(-22.59,-48.8,"LENCOIS PAULISTA","SP"),
(-22.56,-47.4,"LIMEIRA","SP"),
(-22.52,-46.65,"LINDOIA","SP"),
(-21.67,-49.74,"LINS","SP"),
(-22.73,-45.12,"LORENA","SP"),
(-20.96,-50.22,"LOURDES","SP"),
(-23.08,-46.95,"LOUVEIRA","SP"),
(-21.72,-51.01,"LUCELIA","SP"),
(-22.43,-49.52,"LUCIANOPOLIS","SP"),
(-21.55,-47.7,"LUIS ANTONIO","SP"),
(-21.67,-50.32,"LUIZIANIA","SP"),
(-22.41,-49.81,"LUPERCIO","SP"),
(-22.34,-50.39,"LUTECIA","SP"),
(-22.5,-48.71,"MACATUBA","SP"),
(-20.8,-49.96,"MACAUBAL","SP"),
(-20.14,-50.19,"MACEDONIA","SP"),
(-20.64,-50.22,"MAGDA","SP"),
(-23.54,-47.18,"MAIRINQUE","SP"),
(-23.31,-46.58,"MAIRIPORA","SP"),
(-23,-49.32,"MANDURI","SP"),
(-22.1,-51.96,"MARABA PAULISTA","SP"),
(-22.61,-50.66,"MARACAI","SP"),
(-21.25,-49.12,"MARAPOAMA","SP"),
(-21.79,-51.18,"MARIAPOLIS","SP"),
(-22.21,-49.94,"MARILIA","SP"),
(-20.44,-50.82,"MARINOPOLIS","SP"),
(-22.14,-51.17,"MARTINOPOLIS","SP"),
(-21.6,-48.36,"MATAO","SP"),
(-23.66,-46.46,"MAUA","SP"),
(-21.16,-49.58,"MENDONCA","SP"),
(-20.35,-50.17,"MERIDIANO","SP"),
(-19.96,-50.63,"MESOPOLIS","SP"),
(-20.17,-48.03,"MIGUELOPOLIS","SP"),
(-22.4,-48.45,"MINEIROS DO TIETE","SP"),
(-19.97,-50.13,"MIRA ESTRELA","SP"),
(-24.28,-47.46,"MIRACATU","SP"),
(-21.13,-51.1,"MIRANDOPOLIS","SP"),
(-22.29,-51.9,"MIRANTE DO PARANAPANEMA","SP"),
(-20.81,-49.52,"MIRASSOL","SP"),
(-20.61,-49.46,"MIRASSOLANDIA","SP"),
(-21.46,-47,"MOCOCA","SP"),
(-22.37,-46.94,"MOGII-GUACU","SP"),
(-23.52,-46.18,"MOJI DAS CRUZES","SP"),
(-22.43,-46.95,"MOJI-MIRIM","SP"),
(-22.92,-47.56,"MOMBUCA","SP"),
(-20.85,-50.09,"MONCOES","SP"),
(-24.08,-46.62,"MONGAGUA","SP"),
(-22.68,-46.68,"MONTE ALEGRE DO SUL","SP"),
(-21.26,-48.49,"MONTE ALTO","SP"),
(-20.77,-49.71,"MONTE APRAZIVEL","SP"),
(-20.9,-48.64,"MONTE AZUL PAULISTA","SP"),
(-21.29,-51.56,"MONTE CASTELO","SP"),
(-22.94,-47.31,"MONTE MOR","SP"),
(-22.95,-45.84,"MONTEIRO LOBATO","SP"),
(-20.73,-48.05,"MORRO AGUDO","SP"),
(-22.88,-46.79,"MORUNGABA","SP"),
(-21.5,-48.15,"MOTUCA","SP"),
(-20.99,-51.27,"MURUTINGA DO SUL","SP"),
(-22.62,-51.23,"NANTES","SP"),
(-22.4,-51.52,"NARANDIBA","SP"),
(-23.37,-45.44,"NATIVIDADE DA SERRA","SP"),
(-23.18,-46.39,"NAZARE PAULISTA","SP"),
(-20.84,-49.63,"NEVES PAULISTA","SP"),
(-20.69,-50.03,"NHANDEARA","SP"),
(-20.91,-49.77,"NIPOA","SP"),
(-21.01,-49.49,"NOVA ALIANCA","SP"),
(-24.12,-48.9,"NOVA CAMPINA","SP"),
(-20.38,-50.94,"NOVA CANAA PAULISTA","SP"),
(-20.76,-50.34,"NOVA CASTILHO","SP"),
(-21.77,-48.56,"NOVA EUROPA","SP"),
(-20.53,-49.31,"NOVA GRANADA","SP"),
(-21.33,-51.64,"NOVA GUATAPORANGA","SP"),
(-21.1,-51.49,"NOVA INDEPENDENCIA","SP"),
(-20.85,-50.26,"NOVA LUZITANIA","SP"),
(-22.77,-47.29,"NOVA ODESSA","SP"),
(-20.99,-48.91,"NOVAIS","SP"),
(-21.46,-49.22,"NOVO HORIZONTE","SP"),
(-20.73,-47.73,"NUPORANGA","SP"),
(-22.43,-49.92,"OCAUCU","SP"),
(-22.94,-49.34,"OLEO","SP"),
(-20.73,-48.91,"OLIMPIA","SP"),
(-20.6,-49.29,"ONDA VERDE","SP"),
(-22.15,-50.09,"ORIENTE","SP"),
(-20.18,-49.35,"ORINDIUVA","SP"),
(-20.72,-47.88,"ORLANDIA","SP"),
(-23.53,-46.79,"OSASCO","SP"),
(-22.31,-50.28,"OSCAR BRESSANE","SP"),
(-21.79,-50.87,"OSVALDO CRUZ","SP"),
(-22.97,-49.87,"OURINHOS","SP"),
(-21.48,-51.7,"OURO VERDE","SP"),
(-20,-50.37,"OUROESTE","SP"),
(-21.56,-51.26,"PACAEMBU","SP"),
(-20.39,-49.43,"PALESTINA","SP"),
(-21.08,-48.8,"PALMARES PAULISTA","SP"),
(-20.41,-50.76,"PALMEIRA DOESTE","SP"),
(-22.78,-50.21,"PALMITAL","SP"),
(-21.35,-51.86,"PANORAMA","SP"),
(-22.41,-50.57,"PARAGUACU PAULISTA","SP"),
(-23.38,-45.66,"PARAIBUNA","SP"),
(-21.01,-48.77,"PARAISO","SP"),
(-23.38,-48.72,"PARANAPANEMA","SP"),
(-20.1,-50.58,"PARANAPUA","SP"),
(-21.78,-50.79,"PARAPUA","SP"),
(-23.08,-48.37,"PARDINHO","SP"),
(-24.71,-47.88,"PARIQUERA-ACU","SP"),
(-20.3,-50.01,"PARISI","SP"),
(-20.63,-47.28,"PATROCINIO PAULISTA","SP"),
(-21.31,-51.83,"PAULICEIA","SP"),
(-22.76,-47.15,"PAULINIA","SP"),
(-22.57,-49.4,"PAULISTANIA","SP"),
(-20.03,-49.38,"PAULO DE FARIA","SP"),
(-22.35,-48.77,"PEDERNEIRAS","SP"),
(-22.79,-46.44,"PEDRA BELA","SP"),
(-20.24,-50.11,"PEDRANOPOLIS","SP"),
(-20.25,-47.47,"PEDREGULHO","SP"),
(-22.74,-46.9,"PEDREIRA","SP"),
(-22.81,-50.79,"PEDRINHAS PAULISTA","SP"),
(-24.27,-47.23,"PEDRO DE TOLEDO","SP"),
(-21.42,-50.07,"PENAPOLIS","SP"),
(-20.63,-51.1,"PEREIRA BARRETO","SP"),
(-23.07,-47.97,"PEREIRAS","SP"),
(-24.32,-46.99,"PERUIBE","SP"),
(-21.59,-50.59,"PIACATU","SP"),
(-23.71,-47.42,"PIEDADE","SP"),
(-23.81,-47.71,"PILAR DO SUL","SP"),
(-22.92,-45.46,"PINDAMONHANGABA","SP"),
(-21.18,-48.9,"PINDORAMA","SP"),
(-22.77,-46.59,"PINHALZINHO","SP"),
(-21.86,-51.72,"PIQUEROBI","SP"),
(-22.61,-45.17,"PIQUETE","SP"),
(-23.05,-46.35,"PIRACAIA","SP"),
(-22.72,-47.64,"PIRACICABA","SP"),
(-23.19,-49.38,"PIRAJU","SP"),
(-21.99,-49.45,"PIRAJUI","SP"),
(-21.09,-48.65,"PIRANGI","SP"),
(-23.39,-47,"PIRAPORA DO BOM JESUS","SP"),
(-22.27,-51.5,"PIRAPOZINHO","SP"),
(-21.99,-47.42,"PIRASSUNUNGA","SP"),
(-22.41,-49.13,"PIRATININGA","SP"),
(-21,-48.22,"PITANGUEIRAS","SP"),
(-21.03,-49.92,"PLANALTO","SP"),
(-22.63,-50.2,"PLATINA","SP"),
(-23.52,-46.34,"POA","SP"),
(-20.78,-49.82,"POLONI","SP"),
(-22.1,-50.17,"POMPEIA","SP"),
(-21.73,-49.36,"PONGAI","SP"),
(-21.02,-48.03,"PONTAL","SP"),
(-20.44,-50.52,"PONTALINDA","SP"),
(-20.16,-49.7,"PONTES GESTAL","SP"),
(-19.95,-50.53,"POPULINA","SP"),
(-23.17,-48.12,"PORANGABA","SP"),
(-23.21,-47.52,"PORTO FELIZ","SP"),
(-21.85,-47.47,"PORTO FERREIRA","SP"),
(-22.84,-45.25,"POTIM","SP"),
(-21.04,-49.37,"POTIRENDABA","SP"),
(-21.85,-51.08,"PRACINHA","SP"),
(-21.35,-48.06,"PRADOPOLIS","SP"),
(-24,-46.4,"PRAIA GRANDE","SP"),
(-22.8,-48.66,"PRATANIA","SP"),
(-22.1,-49.43,"PRESIDENTE ALVES","SP"),
(-22,-51.55,"PRESIDENTE BERNARDES","SP"),
(-21.76,-52.11,"PRESIDENTE EPITACIO","SP"),
(-22.12,-51.38,"PRESIDENTE PRUDENTE","SP"),
(-21.87,-51.84,"PRESIDENTE VENCESLAU","SP"),
(-21.53,-49.85,"PROMISSAO","SP"),
(-23.29,-48.05,"QUADRA","SP"),
(-22.24,-50.69,"QUATA","SP"),
(-21.79,-50.24,"QUEIROZ","SP"),
(-22.53,-44.77,"QUELUZ","SP"),
(-22.07,-50.3,"QUINTANA","SP"),
(-23.01,-47.52,"RAFARD","SP"),
(-22.22,-50.89,"RANCHARIA","SP"),
(-23.26,-45.53,"REDENCAO DA SERRA","SP"),
(-22.22,-51.3,"REGENTE FEIJO","SP"),
(-21.88,-49.22,"REGINOPOLIS","SP"),
(-24.48,-47.84,"REGISTRO","SP"),
(-20.6,-47.48,"RESTINGA","SP"),
(-24.65,-49,"RIBEIRA","SP"),
(-22.06,-48.17,"RIBEIRAO BONITO","SP"),
(-24.22,-48.76,"RIBEIRAO BRANCO","SP"),
(-20.45,-47.59,"RIBEIRAO CORRENTE","SP"),
(-22.78,-49.93,"RIBEIRAO DO SUL","SP"),
(-21.83,-51.6,"RIBEIRAO DOS INDIOS","SP"),
(-24.09,-48.36,"RIBEIRAO GRANDE","SP"),
(-23.71,-46.41,"RIBEIRAO PIRES","SP"),
(-21.17,-47.81,"RIBEIRAO PRETO","SP"),
(-20.08,-47.42,"RIFAINA","SP"),
(-21.58,-48.07,"RINCAO","SP"),
(-21.72,-50.72,"RINOPOLIS","SP"),
(-22.41,-47.56,"RIO CLARO","SP"),
(-22.84,-47.6,"RIO DAS PEDRAS","SP"),
(-23.74,-46.39,"RIO GRANDE DA SERRA","SP"),
(-19.99,-49.68,"RIOLANDIA","SP"),
(-23.82,-49.42,"RIVERSUL","SP"),
(-22.58,-53.05,"ROSANA","SP"),
(-22.89,-45.3,"ROSEIRA","SP"),
(-21.3,-50.72,"RUBIACEA","SP"),
(-20.17,-51,"RUBINEIA","SP"),
(-21.46,-49.57,"SABINO","SP"),
(-21.88,-50.95,"SAGRES","SP"),
(-21.34,-49.48,"SALES","SP"),
(-20.77,-47.83,"SALES OLIVEIRA","SP"),
(-23.53,-45.84,"SALESOPOLIS","SP"),
(-21.62,-50.86,"SALMOURAO","SP"),
(-22.84,-47.67,"SALTINHO","SP"),
(-23.2,-47.28,"SALTO","SP"),
(-23.64,-47.57,"SALTO DE PIRAPORA","SP"),
(-22.89,-49.98,"SALTO GRANDE","SP"),
(-22.45,-51.76,"SANDOVALINA","SP"),
(-21.24,-48.8,"SANTA ADELIA","SP"),
(-20.03,-50.72,"SANTA ALBERTINA","SP"),
(-22.75,-47.41,"SANTA BARBARA DOESTE","SP"),
(-23.39,-45.88,"SANTA BRANCA","SP"),
(-20.08,-50.95,"SANTA CLARA DOESTE","SP"),
(-22.14,-47.45,"SANTA CRUZ DA CONCEICAO","SP"),
(-21.29,-47.43,"SANTA CRUZ DA ESPERANCA","SP"),
(-21.82,-47.24,"SANTA CRUZ DAS PALMEIRAS","SP"),
(-22.89,-49.63,"SANTA CRUZ DO RIO PARDO","SP"),
(-21.46,-48.39,"SANTA ERNESTINA","SP"),
(-20.21,-50.92,"SANTA FE DO SUL","SP"),
(-22.45,-47.53,"SANTA GERTRUDES","SP"),
(-23.31,-46.22,"SANTA ISABEL","SP"),
(-21.68,-48.08,"SANTA LUCIA","SP"),
(-22.56,-48.16,"SANTA MARIA DA SERRA","SP"),
(-21.35,-51.75,"SANTA MERCEDES","SP"),
(-21.71,-47.47,"SANTA RITA DO PASSA QUATRO","SP"),
(-20.14,-50.83,"SANTA RITA DOESTE","SP"),
(-21.47,-47.36,"SANTA ROSA DE VITERBO","SP"),
(-20.24,-50.68,"SANTA SALETE","SP"),
(-20.25,-50.79,"SANTANA DA PONTE PENSA","SP"),
(-23.44,-46.91,"SANTANA DE PARNAIBA","SP"),
(-21.97,-51.65,"SANTO ANASTACIO","SP"),
(-23.66,-46.53,"SANTO ANDRE","SP"),
(-21.08,-47.15,"SANTO ANTONIO DA ALEGRIA","SP"),
(-22.6,-46.91,"SANTO ANTONIO DE POSSE","SP"),
(-20.93,-50.49,"SANTO ANTONIO DO ARACANGUA","SP"),
(-22.11,-46.68,"SANTO ANTONIO DO JARDIM","SP"),
(-22.82,-45.66,"SANTO ANTONIO DO PINHAL","SP"),
(-21.85,-51.39,"SANTO EXPEDITO","SP"),
(-21.63,-50.5,"SANTOPOLIS DO AGUAPEI","SP"),
(-23.96,-46.33,"SANTOS","SP"),
(-22.68,-45.73,"SAO BENTO DO SAPUCAI","SP"),
(-23.69,-46.56,"SAO BERNARDO DO CAMPO","SP"),
(-23.62,-46.55,"SAO CAETANO DO SUL","SP"),
(-22.01,-47.89,"SAO CARLOS","SP"),
(-20.35,-50.69,"SAO FRANCISCO","SP"),
(-21.96,-46.79,"SAO JOAO DA BOA VISTA","SP"),
(-20.38,-50.37,"SAO JOAO DAS DUAS PONTES","SP"),
(-20.51,-50.35,"SAO JOAO DE IRACEMA","SP"),
(-21.26,-51.66,"SAO JOAO DO PAU DALHO","SP"),
(-20.58,-47.85,"SAO JOAQUIM DA BARRA","SP"),
(-20.59,-47.64,"SAO JOSE DA BELA VISTA","SP"),
(-22.64,-44.57,"SAO JOSE DO BARREIRO","SP"),
(-21.59,-46.88,"SAO JOSE DO RIO PARDO","SP"),
(-20.82,-49.37,"SAO JOSE DO RIO PRETO","SP"),
(-23.17,-45.88,"SAO JOSE DOS CAMPOS","SP"),
(-23.85,-46.94,"SAO LOURENCO DA SERRA","SP"),
(-23.22,-45.31,"SAO LUIS DO PARAITINGA","SP"),
(-22.73,-48.57,"SAO MANUEL","SP"),
(-23.87,-47.99,"SAO MIGUEL ARCANJO","SP"),
(-23.54,-46.63,"SAO PAULO","SP"),
(-22.54,-47.91,"SAO PEDRO","SP"),
